time [ms]	Pressure [Hgmm]	illuminance [lux]
1.45 	 0.60 	 0.13
1.48 	 0.30 	 0.14
1.50 	 0.30 	 0.15
1.52 	 0.00 	 0.17
1.55 	 0.30 	 0.18
1.57 	 0.10 	 0.18
1.60 	 -0.10 	 0.18
1.62 	 0.10 	 0.18
1.65 	 0.50 	 0.17
1.68 	 0.10 	 0.15
1.70 	 0.10 	 0.13
1.73 	 0.10 	 0.12
1.75 	 0.10 	 0.10
1.77 	 0.10 	 0.08
1.80 	 0.20 	 0.06
1.82 	 0.40 	 0.04
1.85 	 0.20 	 0.02
1.88 	 0.20 	 0.00
1.90 	 0.30 	 -0.01
1.93 	 0.60 	 -0.03
1.95 	 -0.00 	 -0.05
1.98 	 -0.10 	 -0.06
2.00 	 -0.10 	 -0.07
2.02 	 0.20 	 -0.08
2.05 	 0.20 	 -0.09
2.08 	 0.20 	 -0.10
2.10 	 0.30 	 -0.10
2.12 	 0.50 	 -0.10
2.15 	 0.40 	 -0.10
2.17 	 0.20 	 -0.09
2.20 	 0.10 	 -0.07
2.23 	 0.60 	 -0.04
2.25 	 0.10 	 -0.00
2.27 	 0.00 	 0.04
2.30 	 0.10 	 0.09
2.33 	 0.00 	 0.13
2.35 	 0.40 	 0.17
2.38 	 0.10 	 0.19
2.40 	 -0.20 	 0.18
2.42 	 0.00 	 0.15
2.45 	 0.10 	 0.10
2.48 	 0.10 	 0.03
2.50 	 0.20 	 -0.04
2.52 	 0.20 	 -0.12
2.55 	 0.20 	 -0.18
2.58 	 0.20 	 -0.22
2.60 	 0.50 	 -0.24
2.62 	 0.30 	 -0.23
2.65 	 0.20 	 -0.22
2.67 	 0.20 	 -0.19
2.70 	 0.30 	 -0.17
2.73 	 0.30 	 -0.15
2.75 	 0.30 	 -0.15
2.77 	 0.40 	 -0.15
2.80 	 0.50 	 -0.15
2.83 	 0.20 	 -0.15
2.85 	 0.20 	 -0.13
2.88 	 0.30 	 -0.10
2.90 	 0.50 	 -0.05
2.92 	 0.10 	 0.02
2.95 	 0.10 	 0.09
2.98 	 0.10 	 0.17
3.00 	 0.10 	 0.23
3.02 	 0.10 	 0.27
3.05 	 0.10 	 0.28
3.08 	 0.00 	 0.25
3.10 	 -0.10 	 0.20
3.12 	 0.30 	 0.11
3.15 	 -0.10 	 0.02
3.17 	 0.10 	 -0.08
3.20 	 0.00 	 -0.16
3.23 	 0.20 	 -0.23
3.25 	 0.20 	 -0.26
3.27 	 -0.10 	 -0.26
3.30 	 -0.10 	 -0.24
3.33 	 0.20 	 -0.21
3.35 	 0.20 	 -0.16
3.38 	 0.20 	 -0.11
3.40 	 0.50 	 -0.06
3.42 	 0.20 	 -0.02
3.45 	 0.90 	 0.01
3.48 	 0.20 	 0.03
3.50 	 0.20 	 0.05
3.52 	 0.20 	 0.07
3.55 	 0.20 	 0.09
3.58 	 0.30 	 0.10
3.60 	 0.20 	 0.11
3.62 	 0.10 	 0.11
3.65 	 0.10 	 0.11
3.67 	 0.10 	 0.10
3.70 	 0.20 	 0.09
3.73 	 0.30 	 0.07
3.75 	 0.50 	 0.04
3.77 	 0.20 	 0.01
3.80 	 -0.20 	 -0.02
3.83 	 0.10 	 -0.05
3.85 	 0.10 	 -0.07
3.88 	 0.50 	 -0.10
3.90 	 0.10 	 -0.13
3.92 	 0.40 	 -0.15
3.95 	 0.50 	 -0.16
3.98 	 0.20 	 -0.16
4.00 	 -0.10 	 -0.16
4.03 	 0.30 	 -0.14
4.05 	 0.50 	 -0.11
4.08 	 0.30 	 -0.07
4.10 	 0.20 	 -0.03
4.12 	 0.40 	 0.01
4.15 	 0.50 	 0.04
4.17 	 0.30 	 0.07
4.20 	 0.40 	 0.08
4.22 	 0.30 	 0.09
4.25 	 0.60 	 0.08
4.28 	 0.40 	 0.07
4.30 	 0.40 	 0.06
4.33 	 0.10 	 0.05
4.35 	 0.10 	 0.04
4.38 	 0.20 	 0.04
4.40 	 0.40 	 0.03
4.42 	 0.30 	 0.03
4.45 	 0.20 	 0.03
4.47 	 0.30 	 0.03
4.50 	 0.10 	 0.03
4.53 	 0.10 	 0.03
4.55 	 0.20 	 0.03
4.58 	 0.10 	 0.03
4.60 	 0.30 	 0.04
4.62 	 0.20 	 0.05
4.65 	 0.20 	 0.07
4.67 	 0.20 	 0.09
4.70 	 0.30 	 0.12
4.72 	 0.20 	 0.15
4.75 	 0.20 	 0.19
4.78 	 0.50 	 0.23
4.80 	 0.30 	 0.27
4.83 	 -0.10 	 0.32
4.85 	 0.20 	 0.37
4.88 	 0.20 	 0.41
4.90 	 0.50 	 0.44
4.92 	 0.60 	 0.46
4.95 	 0.30 	 0.45
4.97 	 0.30 	 0.42
5.00 	 0.10 	 0.37
5.03 	 0.10 	 0.30
5.05 	 0.10 	 0.21
5.08 	 0.20 	 0.11
5.10 	 0.20 	 0.01
5.12 	 1.70 	 -0.08
5.15 	 0.20 	 -0.17
5.17 	 3.20 	 -0.24
5.20 	 0.10 	 -0.31
5.22 	 4.40 	 -0.37
5.25 	 0.00 	 -0.42
5.28 	 4.30 	 -0.48
5.30 	 0.50 	 -0.53
5.33 	 4.60 	 -0.57
5.35 	 0.50 	 -0.59
5.38 	 4.60 	 -0.58
5.40 	 0.80 	 -0.55
5.42 	 4.70 	 -0.47
5.45 	 1.20 	 -0.37
5.47 	 4.90 	 -0.25
5.50 	 1.50 	 -0.11
5.53 	 4.80 	 0.02
5.55 	 1.90 	 0.13
5.58 	 4.10 	 0.20
5.60 	 2.10 	 0.24
5.62 	 4.80 	 0.24
5.65 	 2.40 	 0.20
5.67 	 4.60 	 0.13
5.70 	 2.70 	 0.05
5.72 	 4.20 	 -0.02
5.75 	 2.50 	 -0.09
5.78 	 6.90 	 -0.14
5.80 	 3.10 	 -0.17
5.83 	 4.40 	 -0.17
5.85 	 2.90 	 -0.16
5.88 	 7.30 	 -0.13
5.90 	 3.40 	 -0.10
5.92 	 6.00 	 -0.07
5.95 	 3.60 	 -0.05
5.97 	 6.30 	 -0.04
6.00 	 3.80 	 -0.04
6.03 	 6.40 	 -0.05
6.05 	 3.90 	 -0.06
6.08 	 8.20 	 -0.07
6.10 	 4.20 	 -0.07
6.12 	 6.90 	 -0.07
6.15 	 4.70 	 -0.06
6.17 	 6.10 	 -0.05
6.20 	 4.70 	 -0.04
6.22 	 6.80 	 -0.04
6.25 	 4.60 	 -0.03
6.28 	 9.00 	 -0.03
6.30 	 5.00 	 -0.03
6.33 	 8.60 	 -0.03
6.35 	 5.00 	 -0.02
6.38 	 9.30 	 -0.00
6.40 	 5.30 	 0.03
6.42 	 9.10 	 0.07
6.45 	 5.70 	 0.13
6.47 	 8.50 	 0.19
6.50 	 6.10 	 0.26
6.53 	 8.40 	 0.33
6.55 	 6.40 	 0.39
6.58 	 8.00 	 0.45
6.60 	 6.30 	 0.48
6.62 	 9.80 	 0.50
6.65 	 7.00 	 0.49
6.67 	 6.90 	 0.45
6.70 	 8.90 	 0.38
6.72 	 6.90 	 0.28
6.75 	 9.80 	 0.17
6.78 	 6.70 	 0.05
6.80 	 10.90 	 -0.07
6.83 	 6.70 	 -0.16
6.85 	 10.70 	 -0.22
6.88 	 7.40 	 -0.25
6.90 	 11.30 	 -0.24
6.92 	 7.60 	 -0.21
6.95 	 11.70 	 -0.15
6.97 	 8.20 	 -0.10
7.00 	 10.00 	 -0.06
7.03 	 8.90 	 -0.03
7.05 	 8.80 	 -0.02
7.08 	 8.20 	 -0.03
7.10 	 12.60 	 -0.04
7.12 	 8.40 	 -0.04
7.15 	 13.20 	 -0.03
7.17 	 9.10 	 0.01
7.20 	 8.90 	 0.07
7.22 	 11.80 	 0.14
7.25 	 9.40 	 0.20
7.28 	 11.30 	 0.25
7.30 	 9.60 	 0.28
7.33 	 11.20 	 0.26
7.35 	 9.40 	 0.20
7.38 	 13.70 	 0.10
7.40 	 9.20 	 -0.01
7.42 	 13.50 	 -0.13
7.45 	 9.40 	 -0.23
7.47 	 13.80 	 -0.29
7.50 	 10.10 	 -0.32
7.53 	 13.00 	 -0.30
7.55 	 10.60 	 -0.25
7.58 	 12.30 	 -0.18
7.60 	 10.60 	 -0.10
7.62 	 13.50 	 -0.05
7.65 	 11.00 	 -0.02
7.67 	 13.10 	 -0.03
7.70 	 11.30 	 -0.07
7.72 	 13.10 	 -0.14
7.75 	 11.10 	 -0.23
7.78 	 15.10 	 -0.31
7.80 	 10.80 	 -0.38
7.83 	 14.90 	 -0.40
7.85 	 11.10 	 -0.38
7.88 	 15.30 	 -0.31
7.90 	 11.70 	 -0.21
7.92 	 16.20 	 -0.07
7.95 	 12.30 	 0.08
7.97 	 14.60 	 0.21
8.00 	 12.90 	 0.31
8.03 	 13.00 	 0.36
8.05 	 12.80 	 0.36
8.07 	 14.30 	 0.29
8.10 	 12.70 	 0.19
8.12 	 16.40 	 0.05
8.15 	 12.90 	 -0.10
8.18 	 16.80 	 -0.23
8.20 	 12.90 	 -0.32
8.22 	 17.30 	 -0.37
8.25 	 13.20 	 -0.36
8.28 	 17.00 	 -0.30
8.30 	 13.70 	 -0.19
8.32 	 15.90 	 -0.07
8.35 	 14.20 	 0.05
8.38 	 14.50 	 0.15
8.40 	 14.40 	 0.21
8.43 	 14.30 	 0.23
8.45 	 16.50 	 0.19
8.47 	 13.70 	 0.12
8.50 	 17.70 	 0.04
8.53 	 13.50 	 -0.03
8.55 	 17.40 	 -0.08
8.57 	 14.10 	 -0.08
8.60 	 18.40 	 -0.04
8.62 	 14.70 	 0.05
8.65 	 18.40 	 0.16
8.68 	 15.30 	 0.29
8.70 	 17.70 	 0.41
8.72 	 15.80 	 0.51
8.75 	 16.00 	 0.56
8.78 	 15.90 	 0.56
8.80 	 17.40 	 0.51
8.82 	 15.80 	 0.41
8.85 	 19.20 	 0.29
8.88 	 15.30 	 0.15
8.90 	 19.30 	 0.04
8.93 	 15.70 	 -0.05
8.95 	 20.20 	 -0.09
8.97 	 16.20 	 -0.08
9.00 	 20.20 	 -0.03
9.03 	 17.00 	 0.05
9.05 	 18.10 	 0.13
9.07 	 17.40 	 0.19
9.10 	 17.40 	 0.21
9.12 	 17.40 	 0.17
9.15 	 18.90 	 0.08
9.18 	 17.30 	 -0.06
9.20 	 20.40 	 -0.23
9.22 	 17.00 	 -0.40
9.25 	 21.00 	 -0.56
9.28 	 16.80 	 -0.66
9.30 	 21.00 	 -0.71
9.32 	 17.60 	 -0.68
9.35 	 21.60 	 -0.58
9.38 	 17.80 	 -0.43
9.40 	 22.10 	 -0.23
9.43 	 18.60 	 -0.03
9.45 	 20.60 	 0.16
9.47 	 19.40 	 0.30
9.50 	 19.30 	 0.39
9.53 	 19.20 	 0.41
9.55 	 18.90 	 0.38
9.57 	 23.00 	 0.30
9.60 	 18.90 	 0.19
9.62 	 23.50 	 0.08
9.65 	 19.60 	 -0.02
9.68 	 21.40 	 -0.08
9.70 	 19.40 	 -0.12
9.72 	 23.50 	 -0.11
9.75 	 20.40 	 -0.09
9.78 	 20.40 	 -0.07
9.80 	 20.10 	 -0.05
9.82 	 22.80 	 -0.05
9.85 	 19.70 	 -0.08
9.88 	 23.70 	 -0.13
9.90 	 19.40 	 -0.19
9.93 	 23.80 	 -0.24
9.95 	 20.70 	 -0.28
9.97 	 23.30 	 -0.28
10.00 	 20.50 	 -0.24
10.03 	 24.60 	 -0.16
10.05 	 21.40 	 -0.06
10.07 	 22.70 	 0.06
10.10 	 21.40 	 0.17
10.12 	 23.70 	 0.25
10.15 	 21.90 	 0.28
10.18 	 22.10 	 0.26
10.20 	 21.30 	 0.20
10.22 	 25.60 	 0.11
10.25 	 21.50 	 0.01
10.28 	 25.70 	 -0.07
10.30 	 21.40 	 -0.11
10.32 	 25.70 	 -0.12
10.35 	 22.30 	 -0.08
10.38 	 25.40 	 -0.01
10.40 	 22.90 	 0.07
10.43 	 24.40 	 0.15
10.45 	 23.30 	 0.19
10.47 	 23.10 	 0.21
10.50 	 25.00 	 0.18
10.53 	 23.10 	 0.12
10.55 	 26.10 	 0.03
10.57 	 23.40 	 -0.07
10.60 	 26.30 	 -0.16
10.62 	 23.40 	 -0.24
10.65 	 27.50 	 -0.29
10.68 	 23.00 	 -0.32
10.70 	 27.30 	 -0.31
10.72 	 23.00 	 -0.27
10.75 	 27.20 	 -0.21
10.78 	 23.90 	 -0.12
10.80 	 28.10 	 -0.02
10.82 	 24.60 	 0.09
10.85 	 26.60 	 0.21
10.88 	 25.00 	 0.32
10.90 	 24.60 	 0.43
10.93 	 28.80 	 0.51
10.95 	 25.50 	 0.55
10.97 	 25.60 	 0.55
11.00 	 25.70 	 0.50
11.03 	 25.40 	 0.40
11.05 	 27.50 	 0.25
11.07 	 25.10 	 0.07
11.10 	 29.00 	 -0.11
11.12 	 24.90 	 -0.26
11.15 	 29.00 	 -0.37
11.18 	 25.00 	 -0.42
11.20 	 29.50 	 -0.39
11.22 	 25.70 	 -0.30
11.25 	 29.70 	 -0.16
11.28 	 26.60 	 0.01
11.30 	 28.10 	 0.16
11.32 	 27.20 	 0.26
11.35 	 27.30 	 0.31
11.38 	 27.50 	 0.28
11.40 	 27.10 	 0.19
11.43 	 29.40 	 0.04
11.45 	 26.90 	 -0.14
11.47 	 31.00 	 -0.32
11.50 	 26.60 	 -0.46
11.53 	 30.50 	 -0.54
11.55 	 26.40 	 -0.56
11.57 	 31.00 	 -0.50
11.60 	 27.50 	 -0.38
11.62 	 31.20 	 -0.21
11.65 	 27.80 	 -0.01
11.68 	 32.10 	 0.19
11.70 	 28.70 	 0.36
11.72 	 29.40 	 0.48
11.75 	 29.50 	 0.54
11.78 	 29.20 	 0.52
11.80 	 29.00 	 0.45
11.82 	 29.00 	 0.32
11.85 	 30.20 	 0.16
11.88 	 28.80 	 -0.00
11.90 	 32.60 	 -0.14
11.93 	 28.60 	 -0.25
11.95 	 33.00 	 -0.30
11.97 	 29.50 	 -0.31
12.00 	 31.20 	 -0.26
12.03 	 29.50 	 -0.19
12.05 	 34.00 	 -0.10
12.07 	 30.10 	 -0.01
12.10 	 31.50 	 0.06
12.12 	 30.00 	 0.09
12.15 	 33.00 	 0.09
12.18 	 30.30 	 0.05
12.20 	 33.00 	 -0.02
12.22 	 30.50 	 -0.10
12.25 	 32.80 	 -0.17
12.28 	 30.20 	 -0.23
12.30 	 34.10 	 -0.24
12.32 	 30.10 	 -0.21
12.35 	 34.30 	 -0.14
12.38 	 31.00 	 -0.03
12.40 	 34.40 	 0.10
12.43 	 31.20 	 0.23
12.45 	 34.90 	 0.34
12.47 	 31.80 	 0.41
12.50 	 31.90 	 0.43
12.53 	 32.10 	 0.39
12.55 	 32.00 	 0.31
12.57 	 33.60 	 0.18
12.60 	 31.70 	 0.03
12.62 	 35.70 	 -0.13
12.65 	 31.60 	 -0.27
12.68 	 35.70 	 -0.37
12.70 	 31.70 	 -0.44
12.72 	 35.60 	 -0.45
12.75 	 31.60 	 -0.42
12.78 	 35.70 	 -0.35
12.80 	 32.40 	 -0.25
12.82 	 36.30 	 -0.13
12.85 	 33.10 	 -0.02
12.88 	 36.10 	 0.09
12.90 	 33.60 	 0.17
12.93 	 35.50 	 0.23
12.95 	 34.20 	 0.26
12.97 	 34.00 	 0.26
13.00 	 33.60 	 0.24
13.03 	 37.80 	 0.20
13.05 	 33.60 	 0.16
13.07 	 37.90 	 0.11
13.10 	 34.60 	 0.06
13.12 	 34.40 	 0.01
13.15 	 36.60 	 -0.03
13.18 	 34.20 	 -0.08
13.20 	 37.90 	 -0.11
13.22 	 34.70 	 -0.13
13.25 	 37.80 	 -0.14
13.28 	 34.70 	 -0.12
13.30 	 38.40 	 -0.09
13.32 	 35.30 	 -0.03
13.35 	 38.10 	 0.04
13.38 	 35.60 	 0.10
13.40 	 37.10 	 0.16
13.43 	 35.80 	 0.19
13.45 	 37.50 	 0.19
13.47 	 35.70 	 0.16
13.50 	 39.00 	 0.09
13.53 	 35.60 	 0.00
13.55 	 39.50 	 -0.09
13.57 	 35.50 	 -0.16
13.60 	 39.40 	 -0.21
13.62 	 36.50 	 -0.21
13.65 	 38.90 	 -0.17
13.68 	 36.00 	 -0.09
13.70 	 41.00 	 0.02
13.72 	 37.10 	 0.15
13.75 	 38.50 	 0.27
13.78 	 37.80 	 0.36
13.80 	 37.80 	 0.40
13.82 	 37.70 	 0.39
13.85 	 37.40 	 0.32
13.88 	 40.40 	 0.21
13.90 	 37.10 	 0.06
13.93 	 41.00 	 -0.09
13.95 	 36.70 	 -0.23
13.97 	 40.30 	 -0.33
14.00 	 37.10 	 -0.39
14.03 	 41.20 	 -0.39
14.05 	 37.40 	 -0.34
14.07 	 41.40 	 -0.25
14.10 	 38.50 	 -0.14
14.12 	 40.80 	 -0.03
14.15 	 39.10 	 0.06
14.18 	 39.40 	 0.12
14.20 	 38.90 	 0.13
14.22 	 41.70 	 0.10
14.25 	 38.70 	 0.04
14.28 	 42.20 	 -0.03
14.30 	 39.20 	 -0.10
14.32 	 43.40 	 -0.15
14.35 	 39.40 	 -0.16
14.38 	 43.20 	 -0.14
14.40 	 40.20 	 -0.09
14.43 	 40.00 	 -0.02
14.45 	 42.10 	 0.05
14.47 	 40.50 	 0.10
14.50 	 40.60 	 0.11
14.53 	 40.40 	 0.09
14.55 	 42.40 	 0.04
14.57 	 40.00 	 -0.03
14.60 	 43.80 	 -0.10
14.62 	 39.80 	 -0.15
14.65 	 43.40 	 -0.16
14.68 	 39.90 	 -0.14
14.70 	 44.20 	 -0.07
14.72 	 40.50 	 0.04
14.75 	 44.50 	 0.16
14.78 	 41.60 	 0.27
14.80 	 42.60 	 0.36
14.82 	 41.80 	 0.40
14.85 	 43.60 	 0.38
14.88 	 42.00 	 0.29
14.90 	 43.80 	 0.16
14.93 	 41.50 	 -0.00
14.95 	 45.40 	 -0.18
14.97 	 41.30 	 -0.33
15.00 	 44.80 	 -0.44
15.03 	 41.80 	 -0.49
15.05 	 45.90 	 -0.47
15.07 	 41.90 	 -0.39
15.10 	 46.00 	 -0.26
15.12 	 42.80 	 -0.09
15.15 	 46.20 	 0.08
15.18 	 43.80 	 0.23
15.20 	 43.70 	 0.35
15.22 	 43.70 	 0.41
15.25 	 43.70 	 0.42
15.28 	 43.70 	 0.37
15.30 	 45.70 	 0.28
15.32 	 43.20 	 0.16
15.35 	 47.10 	 0.03
15.38 	 43.00 	 -0.09
15.40 	 46.80 	 -0.19
15.43 	 42.80 	 -0.26
15.45 	 46.20 	 -0.30
15.47 	 42.50 	 -0.31
15.50 	 47.00 	 -0.29
15.53 	 43.50 	 -0.24
15.55 	 47.00 	 -0.17
15.57 	 44.10 	 -0.09
15.60 	 48.00 	 0.01
15.62 	 44.40 	 0.12
15.65 	 48.80 	 0.23
15.68 	 45.20 	 0.33
15.70 	 48.40 	 0.42
15.72 	 46.10 	 0.48
15.75 	 46.00 	 0.50
15.78 	 46.40 	 0.48
15.80 	 46.40 	 0.41
15.82 	 46.10 	 0.30
15.85 	 47.70 	 0.16
15.88 	 45.50 	 -0.00
15.90 	 49.40 	 -0.16
15.93 	 45.20 	 -0.30
15.95 	 49.20 	 -0.42
15.97 	 45.10 	 -0.49
16.00 	 48.70 	 -0.52
16.02 	 45.00 	 -0.51
16.05 	 49.30 	 -0.46
16.07 	 45.70 	 -0.37
16.10 	 49.30 	 -0.27
16.12 	 46.60 	 -0.14
16.15 	 50.10 	 -0.02
16.18 	 47.30 	 0.10
16.20 	 50.20 	 0.20
16.23 	 47.90 	 0.27
16.25 	 48.40 	 0.31
16.27 	 48.20 	 0.32
16.30 	 47.90 	 0.30
16.32 	 50.90 	 0.25
16.35 	 47.80 	 0.19
16.38 	 52.00 	 0.12
16.40 	 47.90 	 0.06
16.43 	 51.90 	 0.00
16.45 	 47.80 	 -0.05
16.48 	 51.60 	 -0.09
16.50 	 48.90 	 -0.12
16.52 	 50.70 	 -0.15
16.55 	 48.50 	 -0.16
16.57 	 52.80 	 -0.16
16.60 	 49.30 	 -0.15
16.62 	 51.30 	 -0.12
16.65 	 49.30 	 -0.08
16.68 	 53.70 	 -0.02
16.70 	 49.80 	 0.04
16.73 	 51.40 	 0.09
16.75 	 50.30 	 0.12
16.77 	 50.30 	 0.12
16.80 	 50.10 	 0.09
16.82 	 52.30 	 0.03
16.85 	 49.50 	 -0.06
16.88 	 53.40 	 -0.14
16.90 	 49.10 	 -0.22
16.93 	 52.70 	 -0.28
16.95 	 49.50 	 -0.29
16.98 	 53.60 	 -0.27
17.00 	 49.90 	 -0.20
17.02 	 54.00 	 -0.09
17.05 	 50.40 	 0.04
17.07 	 54.20 	 0.17
17.10 	 51.50 	 0.30
17.12 	 52.80 	 0.40
17.15 	 52.10 	 0.45
17.18 	 52.10 	 0.46
17.20 	 51.90 	 0.42
17.23 	 54.10 	 0.33
17.25 	 51.30 	 0.21
17.27 	 55.20 	 0.07
17.30 	 50.80 	 -0.07
17.32 	 54.40 	 -0.20
17.35 	 50.80 	 -0.32
17.38 	 55.20 	 -0.42
17.40 	 51.60 	 -0.49
17.43 	 54.90 	 -0.52
17.45 	 52.00 	 -0.52
17.48 	 55.80 	 -0.47
17.50 	 52.30 	 -0.39
17.52 	 56.60 	 -0.27
17.55 	 53.10 	 -0.12
17.57 	 56.90 	 0.04
17.60 	 53.80 	 0.21
17.62 	 54.80 	 0.36
17.65 	 54.50 	 0.48
17.68 	 54.50 	 0.55
17.70 	 54.30 	 0.56
17.73 	 54.00 	 0.51
17.75 	 56.70 	 0.42
17.77 	 53.10 	 0.29
17.80 	 56.90 	 0.15
17.82 	 52.80 	 0.02
17.85 	 56.70 	 -0.09
17.88 	 53.40 	 -0.17
17.90 	 57.30 	 -0.21
17.93 	 53.90 	 -0.20
17.95 	 58.30 	 -0.16
17.98 	 54.50 	 -0.10
18.00 	 58.50 	 -0.03
18.02 	 55.30 	 0.04
18.05 	 57.70 	 0.10
18.07 	 56.20 	 0.12
18.10 	 56.10 	 0.12
18.12 	 55.40 	 0.09
18.15 	 59.10 	 0.03
18.18 	 55.70 	 -0.04
18.20 	 59.70 	 -0.11
18.23 	 55.60 	 -0.16
18.25 	 59.10 	 -0.19
18.27 	 56.00 	 -0.19
18.30 	 60.20 	 -0.16
18.32 	 56.30 	 -0.10
18.35 	 60.10 	 -0.02
18.38 	 57.10 	 0.06
18.40 	 57.80 	 0.13
18.43 	 57.20 	 0.19
18.45 	 59.20 	 0.20
18.48 	 56.90 	 0.18
18.50 	 61.10 	 0.11
18.52 	 56.80 	 0.00
18.55 	 60.40 	 -0.13
18.57 	 56.30 	 -0.27
18.60 	 59.90 	 -0.40
18.62 	 56.80 	 -0.51
18.65 	 60.70 	 -0.56
18.68 	 56.60 	 -0.56
18.70 	 60.80 	 -0.49
18.73 	 57.50 	 -0.37
18.75 	 61.10 	 -0.20
18.77 	 58.20 	 -0.01
18.80 	 61.60 	 0.18
18.82 	 59.10 	 0.36
18.85 	 59.00 	 0.49
18.88 	 60.80 	 0.58
18.90 	 59.80 	 0.60
18.93 	 59.50 	 0.57
18.95 	 59.30 	 0.50
18.98 	 61.60 	 0.39
19.00 	 58.40 	 0.27
19.02 	 62.00 	 0.15
19.05 	 58.00 	 0.05
19.07 	 61.20 	 -0.03
19.10 	 57.50 	 -0.08
19.12 	 61.80 	 -0.10
19.15 	 58.20 	 -0.11
19.18 	 61.60 	 -0.10
19.20 	 58.70 	 -0.08
19.23 	 62.20 	 -0.05
19.25 	 58.70 	 -0.02
19.27 	 63.20 	 0.02
19.30 	 59.70 	 0.07
19.32 	 63.50 	 0.12
19.35 	 60.50 	 0.16
19.38 	 64.20 	 0.20
19.40 	 61.40 	 0.22
19.43 	 62.90 	 0.21
19.45 	 61.90 	 0.17
19.48 	 61.80 	 0.09
19.50 	 62.70 	 -0.01
19.52 	 61.50 	 -0.14
19.55 	 65.40 	 -0.26
19.57 	 61.30 	 -0.36
19.60 	 65.00 	 -0.42
19.62 	 60.90 	 -0.45
19.65 	 64.60 	 -0.42
19.68 	 60.70 	 -0.35
19.70 	 64.20 	 -0.26
19.73 	 60.10 	 -0.15
19.75 	 63.70 	 -0.04
19.77 	 60.20 	 0.05
19.80 	 64.10 	 0.10
19.82 	 60.40 	 0.13
19.85 	 64.70 	 0.12
19.88 	 61.40 	 0.08
19.90 	 65.00 	 0.02
19.93 	 62.20 	 -0.04
19.95 	 65.60 	 -0.09
19.98 	 63.10 	 -0.12
20.00 	 66.50 	 -0.12
20.02 	 63.90 	 -0.08
20.05 	 65.80 	 -0.03
20.07 	 64.60 	 0.03
20.10 	 64.80 	 0.09
20.12 	 64.10 	 0.12
20.15 	 67.80 	 0.13
20.18 	 64.50 	 0.11
20.20 	 67.30 	 0.06
20.23 	 64.10 	 -0.01
20.25 	 67.40 	 -0.08
20.27 	 64.50 	 -0.13
20.30 	 68.60 	 -0.17
20.32 	 64.50 	 -0.17
20.35 	 68.20 	 -0.14
20.38 	 65.10 	 -0.07
20.40 	 68.50 	 0.01
20.43 	 65.80 	 0.09
20.45 	 67.10 	 0.16
20.48 	 65.90 	 0.19
20.50 	 68.20 	 0.18
20.52 	 66.00 	 0.12
20.55 	 68.90 	 0.02
20.57 	 65.50 	 -0.11
20.60 	 69.50 	 -0.25
20.62 	 66.40 	 -0.37
20.65 	 69.50 	 -0.47
20.68 	 65.80 	 -0.51
20.70 	 69.80 	 -0.51
20.73 	 66.70 	 -0.45
20.75 	 69.70 	 -0.34
20.77 	 66.70 	 -0.21
20.80 	 70.70 	 -0.07
20.82 	 67.30 	 0.07
20.85 	 70.20 	 0.19
20.88 	 67.60 	 0.27
20.90 	 69.80 	 0.31
20.93 	 68.20 	 0.32
20.95 	 68.20 	 0.30
20.98 	 67.70 	 0.27
21.00 	 71.20 	 0.23
21.02 	 66.90 	 0.19
21.05 	 70.60 	 0.16
