time [ms]	Pressure [Hgmm]	illuminance [lux]
9.78 	 26.70 	 0.06
9.80 	 26.60 	 0.07
9.82 	 27.00 	 0.08
9.85 	 26.80 	 0.09
9.88 	 27.60 	 0.09
9.90 	 26.20 	 0.11
9.93 	 28.30 	 0.13
9.95 	 25.90 	 0.17
9.97 	 29.10 	 0.22
10.00 	 25.90 	 0.28
10.03 	 29.40 	 0.34
10.05 	 26.20 	 0.40
10.07 	 29.60 	 0.45
10.10 	 26.30 	 0.47
10.12 	 29.60 	 0.46
10.15 	 26.70 	 0.41
10.18 	 30.10 	 0.33
10.20 	 26.90 	 0.20
10.22 	 30.70 	 0.05
10.25 	 27.20 	 -0.12
10.28 	 31.20 	 -0.27
10.30 	 27.40 	 -0.40
10.32 	 31.60 	 -0.48
10.35 	 28.00 	 -0.52
10.38 	 31.90 	 -0.51
10.40 	 28.40 	 -0.46
10.43 	 32.10 	 -0.39
10.45 	 28.80 	 -0.30
10.47 	 32.30 	 -0.23
10.50 	 29.50 	 -0.17
10.53 	 32.90 	 -0.14
10.55 	 29.90 	 -0.12
10.57 	 33.60 	 -0.12
10.60 	 30.20 	 -0.13
10.62 	 34.20 	 -0.14
10.65 	 30.40 	 -0.13
10.68 	 34.60 	 -0.12
10.70 	 30.90 	 -0.10
10.72 	 34.70 	 -0.07
10.75 	 31.40 	 -0.05
10.78 	 34.90 	 -0.03
10.80 	 31.90 	 -0.01
10.82 	 35.40 	 -0.01
10.85 	 32.40 	 0.00
10.88 	 35.80 	 0.01
10.90 	 32.40 	 0.04
10.93 	 36.40 	 0.07
10.95 	 33.00 	 0.12
10.97 	 36.70 	 0.18
11.00 	 32.90 	 0.24
11.03 	 37.10 	 0.29
11.05 	 33.80 	 0.31
11.07 	 37.60 	 0.32
11.10 	 34.30 	 0.29
11.12 	 38.30 	 0.24
11.15 	 35.20 	 0.17
11.18 	 34.80 	 0.09
11.20 	 37.40 	 0.00
11.22 	 35.00 	 -0.08
11.25 	 37.70 	 -0.14
11.28 	 35.00 	 -0.20
11.30 	 38.80 	 -0.23
11.32 	 34.50 	 -0.25
11.35 	 39.10 	 -0.26
11.38 	 34.90 	 -0.25
11.40 	 39.00 	 -0.24
11.43 	 34.90 	 -0.22
11.45 	 39.40 	 -0.20
11.47 	 35.70 	 -0.18
11.50 	 39.70 	 -0.15
11.53 	 36.10 	 -0.13
11.55 	 40.40 	 -0.09
11.57 	 36.60 	 -0.05
11.60 	 40.70 	 -0.01
11.62 	 36.80 	 0.04
11.65 	 41.30 	 0.10
11.68 	 37.70 	 0.16
11.70 	 40.20 	 0.22
11.72 	 37.40 	 0.29
11.75 	 42.00 	 0.36
11.78 	 37.70 	 0.42
11.80 	 42.10 	 0.47
11.82 	 37.90 	 0.50
11.85 	 42.40 	 0.50
11.88 	 38.40 	 0.47
11.90 	 42.30 	 0.40
11.93 	 38.50 	 0.30
11.95 	 42.80 	 0.18
11.97 	 39.20 	 0.04
12.00 	 43.30 	 -0.10
12.03 	 39.50 	 -0.22
12.05 	 43.90 	 -0.32
12.07 	 39.90 	 -0.37
12.10 	 43.60 	 -0.38
12.12 	 40.00 	 -0.34
12.15 	 44.60 	 -0.28
12.18 	 40.60 	 -0.21
12.20 	 43.40 	 -0.14
12.22 	 40.80 	 -0.09
12.25 	 44.00 	 -0.07
12.28 	 40.90 	 -0.08
12.30 	 44.60 	 -0.11
12.32 	 41.20 	 -0.15
12.35 	 44.50 	 -0.19
12.38 	 41.40 	 -0.21
12.40 	 44.80 	 -0.21
12.43 	 41.70 	 -0.17
12.45 	 45.30 	 -0.10
12.47 	 42.10 	 -0.01
12.50 	 44.80 	 0.09
12.53 	 42.60 	 0.19
12.55 	 44.10 	 0.28
12.57 	 42.50 	 0.35
12.60 	 46.50 	 0.38
12.62 	 42.10 	 0.40
12.65 	 46.10 	 0.39
12.68 	 41.80 	 0.35
12.70 	 46.60 	 0.30
12.72 	 42.40 	 0.24
12.75 	 46.80 	 0.16
12.78 	 43.00 	 0.07
12.80 	 47.50 	 -0.03
12.82 	 43.50 	 -0.12
12.85 	 47.70 	 -0.21
12.88 	 43.90 	 -0.29
12.90 	 48.20 	 -0.35
12.93 	 44.50 	 -0.38
12.95 	 48.30 	 -0.39
12.97 	 44.80 	 -0.37
13.00 	 48.80 	 -0.33
13.03 	 45.40 	 -0.28
13.05 	 47.80 	 -0.23
13.07 	 45.60 	 -0.18
13.10 	 49.40 	 -0.13
13.12 	 45.60 	 -0.11
13.15 	 49.80 	 -0.09
13.18 	 45.50 	 -0.09
13.20 	 50.10 	 -0.09
13.22 	 45.80 	 -0.10
13.25 	 50.20 	 -0.10
13.28 	 46.00 	 -0.10
13.30 	 50.50 	 -0.08
13.32 	 46.50 	 -0.04
13.35 	 50.80 	 0.02
13.38 	 46.60 	 0.10
13.40 	 51.00 	 0.21
13.43 	 47.10 	 0.33
13.45 	 51.20 	 0.45
13.47 	 47.40 	 0.57
13.50 	 51.50 	 0.66
13.53 	 48.00 	 0.73
13.55 	 51.80 	 0.74
13.57 	 48.50 	 0.69
13.60 	 50.90 	 0.59
13.62 	 49.10 	 0.44
13.65 	 50.40 	 0.24
13.68 	 48.50 	 0.03
13.70 	 52.90 	 -0.18
13.72 	 48.80 	 -0.36
13.75 	 52.40 	 -0.50
13.78 	 49.00 	 -0.59
13.80 	 52.30 	 -0.63
13.82 	 48.90 	 -0.62
13.85 	 52.90 	 -0.57
13.88 	 49.20 	 -0.51
13.90 	 53.10 	 -0.45
13.93 	 49.30 	 -0.39
13.95 	 53.60 	 -0.33
13.97 	 49.90 	 -0.29
14.00 	 53.70 	 -0.25
14.03 	 50.20 	 -0.22
14.05 	 54.10 	 -0.20
14.07 	 50.80 	 -0.17
14.10 	 54.30 	 -0.13
14.12 	 51.30 	 -0.08
14.15 	 54.80 	 -0.01
14.18 	 51.70 	 0.07
14.20 	 55.00 	 0.17
14.22 	 52.10 	 0.29
14.25 	 54.50 	 0.41
14.28 	 52.40 	 0.54
14.30 	 55.80 	 0.66
14.32 	 52.90 	 0.75
14.35 	 54.30 	 0.80
14.38 	 52.60 	 0.79
14.40 	 56.50 	 0.72
14.43 	 52.20 	 0.59
14.45 	 56.80 	 0.41
14.47 	 52.50 	 0.19
14.50 	 56.70 	 -0.04
14.53 	 53.30 	 -0.25
14.55 	 56.80 	 -0.44
14.57 	 53.80 	 -0.58
14.60 	 57.10 	 -0.66
14.62 	 54.10 	 -0.69
14.65 	 57.30 	 -0.67
14.68 	 54.50 	 -0.62
14.70 	 57.80 	 -0.55
14.72 	 54.50 	 -0.47
14.75 	 58.50 	 -0.40
14.78 	 55.20 	 -0.34
14.80 	 59.10 	 -0.29
14.82 	 55.50 	 -0.26
14.85 	 59.80 	 -0.23
14.88 	 56.00 	 -0.20
14.90 	 58.60 	 -0.17
14.93 	 56.00 	 -0.14
14.95 	 60.50 	 -0.10
14.97 	 56.30 	 -0.05
15.00 	 60.30 	 0.02
15.03 	 56.30 	 0.09
15.05 	 60.40 	 0.18
15.07 	 56.70 	 0.27
15.10 	 60.60 	 0.38
15.12 	 56.80 	 0.48
15.15 	 60.90 	 0.59
15.18 	 57.20 	 0.68
15.20 	 61.30 	 0.75
15.22 	 57.40 	 0.79
15.25 	 61.50 	 0.79
15.28 	 57.90 	 0.74
15.30 	 62.00 	 0.65
15.32 	 58.70 	 0.52
15.35 	 60.80 	 0.37
15.38 	 58.80 	 0.19
15.40 	 61.70 	 0.02
15.43 	 58.70 	 -0.13
15.45 	 62.00 	 -0.26
15.47 	 58.90 	 -0.35
15.50 	 62.50 	 -0.40
15.53 	 58.30 	 -0.43
15.55 	 62.20 	 -0.44
15.57 	 57.80 	 -0.43
15.60 	 62.20 	 -0.42
15.62 	 58.20 	 -0.41
15.65 	 62.10 	 -0.40
15.68 	 58.30 	 -0.39
15.70 	 62.20 	 -0.37
15.72 	 59.00 	 -0.35
15.75 	 62.30 	 -0.31
15.78 	 59.10 	 -0.25
15.80 	 62.50 	 -0.17
15.82 	 59.30 	 -0.07
15.85 	 62.90 	 0.05
15.88 	 59.60 	 0.18
15.90 	 63.30 	 0.33
15.93 	 59.90 	 0.48
15.95 	 63.70 	 0.61
15.97 	 60.10 	 0.71
16.00 	 64.20 	 0.76
16.02 	 60.50 	 0.75
16.05 	 64.50 	 0.66
16.07 	 60.70 	 0.50
16.10 	 64.90 	 0.28
16.12 	 61.30 	 0.02
16.15 	 65.10 	 -0.26
16.18 	 62.00 	 -0.52
16.20 	 66.00 	 -0.72
16.23 	 62.70 	 -0.85
16.25 	 66.00 	 -0.90
16.27 	 63.00 	 -0.87
16.30 	 66.10 	 -0.77
16.32 	 63.30 	 -0.64
16.35 	 66.40 	 -0.50
16.38 	 63.70 	 -0.37
16.40 	 66.80 	 -0.28
16.43 	 63.60 	 -0.23
16.45 	 67.40 	 -0.21
16.48 	 64.40 	 -0.22
16.50 	 67.80 	 -0.24
16.52 	 64.20 	 -0.25
16.55 	 68.50 	 -0.23
16.57 	 64.50 	 -0.18
16.60 	 68.50 	 -0.09
16.62 	 64.40 	 0.03
16.65 	 68.60 	 0.19
16.68 	 64.70 	 0.37
16.70 	 68.50 	 0.56
16.73 	 64.70 	 0.75
16.75 	 69.00 	 0.94
16.77 	 65.00 	 1.10
16.80 	 68.80 	 1.23
16.82 	 65.00 	 1.29
16.85 	 69.00 	 1.29
16.88 	 65.20 	 1.20
16.90 	 69.10 	 1.02
16.93 	 65.50 	 0.75
16.95 	 69.60 	 0.41
16.98 	 66.10 	 0.03
17.00 	 70.20 	 -0.36
17.02 	 66.70 	 -0.72
17.05 	 70.70 	 -1.00
17.07 	 66.90 	 -1.18
17.10 	 70.70 	 -1.26
17.12 	 67.00 	 -1.23
17.15 	 71.00 	 -1.11
17.18 	 67.30 	 -0.95
17.20 	 70.50 	 -0.76
17.23 	 67.50 	 -0.58
17.25 	 70.80 	 -0.45
17.27 	 67.90 	 -0.35
17.30 	 71.00 	 -0.31
17.32 	 68.40 	 -0.29
17.35 	 71.30 	 -0.30
17.38 	 68.50 	 -0.30
17.40 	 71.40 	 -0.28
17.43 	 68.90 	 -0.22
17.45 	 72.00 	 -0.13
17.48 	 69.00 	 -0.00
17.50 	 72.30 	 0.16
17.52 	 69.10 	 0.35
17.55 	 72.60 	 0.56
17.57 	 69.10 	 0.77
17.60 	 72.90 	 0.98
17.62 	 69.10 	 1.18
17.65 	 73.30 	 1.34
17.68 	 69.50 	 1.46
17.70 	 73.70 	 1.51
17.73 	 70.00 	 1.49
17.75 	 73.50 	 1.37
17.77 	 70.10 	 1.16
17.80 	 73.90 	 0.86
17.82 	 70.80 	 0.48
17.85 	 74.30 	 0.07
17.88 	 71.80 	 -0.34
17.90 	 75.30 	 -0.71
17.93 	 72.20 	 -1.00
17.95 	 75.10 	 -1.19
17.98 	 72.20 	 -1.27
18.00 	 75.50 	 -1.25
18.02 	 72.50 	 -1.16
18.05 	 75.10 	 -1.02
18.07 	 72.60 	 -0.88
18.10 	 75.80 	 -0.74
18.12 	 73.00 	 -0.65
18.15 	 76.00 	 -0.58
18.18 	 73.20 	 -0.55
18.20 	 76.50 	 -0.54
18.23 	 73.30 	 -0.54
18.25 	 76.70 	 -0.52
18.27 	 73.40 	 -0.48
18.30 	 76.90 	 -0.42
18.32 	 73.30 	 -0.31
18.35 	 77.00 	 -0.18
18.38 	 73.50 	 -0.01
18.40 	 77.20 	 0.19
18.43 	 73.30 	 0.42
18.45 	 77.50 	 0.66
18.48 	 73.40 	 0.90
18.50 	 77.80 	 1.13
18.52 	 73.80 	 1.34
18.55 	 78.00 	 1.48
18.57 	 74.00 	 1.54
18.60 	 77.80 	 1.50
18.62 	 74.10 	 1.35
18.65 	 77.90 	 1.08
18.68 	 74.50 	 0.72
18.70 	 78.50 	 0.29
18.73 	 75.70 	 -0.17
18.75 	 79.50 	 -0.60
18.77 	 76.20 	 -0.96
18.80 	 79.60 	 -1.22
18.82 	 75.90 	 -1.36
18.85 	 79.40 	 -1.38
18.88 	 75.80 	 -1.29
18.90 	 79.10 	 -1.13
18.93 	 77.50 	 -0.93
18.95 	 79.10 	 -0.72
18.98 	 79.30 	 -0.53
19.00 	 79.80 	 -0.37
19.02 	 78.30 	 -0.26
19.05 	 80.70 	 -0.17
19.07 	 78.50 	 -0.11
19.10 	 81.80 	 -0.06
19.12 	 78.80 	 0.00
19.15 	 82.50 	 0.08
19.18 	 79.00 	 0.20
19.20 	 82.50 	 0.34
19.23 	 79.20 	 0.51
19.25 	 82.50 	 0.70
19.27 	 79.50 	 0.89
19.30 	 82.40 	 1.07
19.32 	 79.70 	 1.21
19.35 	 82.70 	 1.28
19.38 	 79.40 	 1.27
19.40 	 82.20 	 1.15
19.43 	 79.40 	 0.93
19.45 	 82.50 	 0.60
19.48 	 79.80 	 0.19
19.50 	 83.30 	 -0.25
19.52 	 81.20 	 -0.69
19.55 	 84.10 	 -1.07
19.57 	 81.10 	 -1.35
19.60 	 84.10 	 -1.49
19.62 	 81.30 	 -1.49
19.65 	 84.30 	 -1.35
19.68 	 80.70 	 -1.10
19.70 	 84.10 	 -0.79
19.73 	 80.70 	 -0.46
19.75 	 84.50 	 -0.15
19.77 	 80.60 	 0.09
19.80 	 84.80 	 0.26
19.82 	 81.10 	 0.34
19.85 	 85.00 	 0.35
19.88 	 81.20 	 0.31
19.90 	 85.10 	 0.25
19.93 	 81.20 	 0.19
19.95 	 84.80 	 0.16
19.98 	 84.20 	 0.19
20.00 	 84.00 	 0.28
20.02 	 84.10 	 0.44
20.05 	 84.70 	 0.65
20.07 	 84.90 	 0.88
20.10 	 85.20 	 1.11
20.12 	 85.70 	 1.28
20.15 	 86.00 	 1.37
20.18 	 86.10 	 1.34
20.20 	 87.10 	 1.17
20.23 	 85.40 	 0.88
20.25 	 88.30 	 0.48
20.27 	 86.60 	 0.02
20.30 	 90.50 	 -0.46
20.32 	 87.60 	 -0.89
20.35 	 88.00 	 -1.23
20.38 	 86.90 	 -1.44
20.40 	 90.20 	 -1.51
20.43 	 86.60 	 -1.44
20.45 	 89.30 	 -1.27
20.48 	 85.00 	 -1.04
20.50 	 88.70 	 -0.78
20.52 	 84.00 	 -0.55
20.55 	 88.70 	 -0.36
20.57 	 84.30 	 -0.23
20.60 	 88.30 	 -0.16
20.62 	 87.60 	 -0.15
20.65 	 87.60 	 -0.16
20.68 	 87.30 	 -0.17
20.70 	 87.50 	 -0.17
20.73 	 88.00 	 -0.15
20.75 	 88.20 	 -0.09
20.77 	 88.70 	 0.01
20.80 	 88.90 	 0.15
20.82 	 89.10 	 0.31
20.85 	 89.80 	 0.50
20.88 	 90.10 	 0.70
20.90 	 90.60 	 0.89
20.93 	 89.70 	 1.06
20.95 	 91.80 	 1.19
20.98 	 89.50 	 1.25
21.00 	 92.50 	 1.23
